Data,UF,População,Casos,Fatalidades
2020-05-13,PB,4018127,268,3
2020-05-14,PB,4018127,316,3
2020-05-15,PB,4018127,378,10
2020-05-16,PB,4018127,324,13
2020-05-17,PB,4018127,284,11
2020-05-18,PB,4018127,439,13
2020-05-19,PB,4018127,514,12
2020-05-20,PB,4018127,538,11
2020-05-21,PB,4018127,400,15
2020-05-22,PB,4018127,644,3
2020-05-23,PB,4018127,626,10
2020-05-24,PB,4018127,315,14
2020-05-25,PB,4018127,193,7
2020-05-26,PB,4018127,903,7
2020-05-27,PB,4018127,1290,12
2020-05-28,PB,4018127,923,20
2020-05-29,PB,4018127,879,9
2020-05-30,PB,4018127,851,20
2020-05-31,PB,4018127,300,13
2020-06-01,PB,4018127,533,10
2020-06-02,PB,4018127,1164,9
2020-06-03,PB,4018127,1159,35
2020-06-04,PB,4018127,1561,24
2020-06-05,PB,4018127,1000,13
2020-06-06,PB,4018127,1208,16
2020-06-07,PB,4018127,523,17
2020-06-08,PB,4018127,641,23
2020-06-09,PB,4018127,1501,27
2020-06-10,PB,4018127,1580,25
2020-06-11,PB,4018127,1338,11
2020-06-12,PB,4018127,1186,40
2020-06-13,PB,4018127,898,13
2020-06-14,PB,4018127,559,10
2020-06-15,PB,4018127,655,23
2020-06-16,PB,4018127,1460,15
2020-06-17,PB,4018127,1584,25
2020-06-18,PB,4018127,48,13
2020-06-19,PB,4018127,3333,15
2020-06-20,PB,4018127,1428,19
2020-06-21,PB,4018127,263,23
2020-06-22,PB,4018127,469,18
2020-06-23,PB,4018127,1746,23
2020-06-24,PB,4018127,913,21
2020-06-25,PB,4018127,912,14
2020-06-26,PB,4018127,2008,22
2020-06-27,PB,4018127,1410,32
2020-06-28,PB,4018127,437,15
2020-06-29,PB,4018127,378,20
2020-06-30,PB,4018127,1900,46
2020-07-01,PB,4018127,1218,25
2020-07-02,PB,4018127,1361,42
2020-07-03,PB,4018127,1229,18
2020-07-04,PB,4018127,1541,20
2020-07-05,PB,4018127,422,17
2020-07-06,PB,4018127,423,19
2020-07-07,PB,4018127,1651,27
2020-07-08,PB,4018127,1542,26
2020-02-25,PE,9557071,0,0
2020-02-26,PE,9557071,0,0
2020-02-27,PE,9557071,0,0
2020-02-28,PE,9557071,0,0
2020-02-29,PE,9557071,0,0
2020-03-01,PE,9557071,0,0
2020-03-02,PE,9557071,0,0
2020-03-03,PE,9557071,0,0
2020-03-04,PE,9557071,0,0
2020-03-05,PE,9557071,0,0
2020-03-06,PE,9557071,0,0
2020-03-07,PE,9557071,0,0
2020-03-08,PE,9557071,0,0
2020-03-09,PE,9557071,0,0
2020-03-10,PE,9557071,0,0
2020-03-11,PE,9557071,0,0
2020-03-12,PE,9557071,2,0
2020-03-13,PE,9557071,0,0
2020-03-14,PE,9557071,0,0
2020-03-15,PE,9557071,0,0
2020-03-16,PE,9557071,0,0
2020-03-17,PE,9557071,14,0
2020-03-18,PE,9557071,0,0
2020-03-19,PE,9557071,12,0
2020-03-20,PE,9557071,2,0
2020-03-21,PE,9557071,0,0
2020-03-22,PE,9557071,7,0
2020-03-23,PE,9557071,5,0
2020-03-24,PE,9557071,0,0
2020-03-25,PE,9557071,4,1
2020-03-26,PE,9557071,2,2
2020-03-27,PE,9557071,8,1
2020-03-28,PE,9557071,12,1
2020-03-29,PE,9557071,5,0
2020-03-30,PE,9557071,5,1
2020-03-31,PE,9557071,9,0
2020-04-01,PE,9557071,8,2
2020-04-02,PE,9557071,11,1
2020-04-03,PE,9557071,30,1
2020-04-04,PE,9557071,40,4
2020-04-05,PE,9557071,25,7
2020-04-06,PE,9557071,22,9
2020-04-07,PE,9557071,129,4
2020-04-08,PE,9557071,49,12
2020-04-09,PE,9557071,154,10
2020-04-10,PE,9557071,129,9
2020-04-11,PE,9557071,132,7
2020-04-12,PE,9557071,144,13
2020-04-13,PE,9557071,194,17
2020-04-14,PE,9557071,130,13
2020-04-15,PE,9557071,200,28
2020-04-16,PE,9557071,199,17
2020-04-17,PE,9557071,323,26
2020-04-18,PE,9557071,187,19
2020-04-19,PE,9557071,266,11
2020-04-20,PE,9557071,231,18
2020-04-21,PE,9557071,218,26
2020-04-22,PE,9557071,390,22
2020-04-23,PE,9557071,221,30
2020-04-24,PE,9557071,480,40
2020-04-25,PE,9557071,508,29
2020-04-26,PE,9557071,391,34
2020-04-27,PE,9557071,460,35
2020-04-28,PE,9557071,366,58
2020-04-29,PE,9557071,470,30
2020-04-30,PE,9557071,682,27
2020-05-01,PE,9557071,458,38
2020-05-02,PE,9557071,811,25
2020-05-03,PE,9557071,498,24
2020-05-04,PE,9557071,220,39
2020-05-05,PE,9557071,462,58
2020-05-06,PE,9557071,556,54
2020-05-07,PE,9557071,943,42
2020-05-08,PE,9557071,763,82
2020-05-09,PE,9557071,883,45
2020-05-10,PE,9557071,805,75
2020-05-11,PE,9557071,493,40
2020-05-12,PE,9557071,541,70
2020-05-13,PE,9557071,592,67
2020-05-14,PE,9557071,687,74
2020-05-15,PE,9557071,621,83
2020-05-16,PE,9557071,2279,80
2020-05-17,PE,9557071,964,55
2020-05-18,PE,9557071,642,124
2020-05-19,PE,9557071,1148,101
2020-05-20,PE,9557071,1318,93
2020-05-21,PE,9557071,1351,91
2020-05-22,PE,9557071,1849,132
2020-05-23,PE,9557071,1026,87
2020-05-24,PE,9557071,973,56
2020-05-25,PE,9557071,607,48
2020-05-26,PE,9557071,488,80
2020-05-27,PE,9557071,1065,140
2020-05-28,PE,9557071,794,98
2020-05-29,PE,9557071,1542,103
2020-05-30,PE,9557071,1172,71
2020-05-31,PE,9557071,1023,67
2020-06-01,PE,9557071,450,68
2020-06-02,PE,9557071,608,58
2020-06-03,PE,9557071,955,79
2020-06-04,PE,9557071,1044,122
2020-06-05,PE,9557071,1004,71
2020-06-06,PE,9557071,850,65
2020-06-07,PE,9557071,881,35
2020-06-08,PE,9557071,463,45
2020-06-09,PE,9557071,305,103
2020-06-10,PE,9557071,925,78
2020-06-11,PE,9557071,1059,102
2020-06-12,PE,9557071,878,61
2020-06-13,PE,9557071,799,90
2020-06-14,PE,9557071,590,71
2020-06-15,PE,9557071,246,31
2020-06-16,PE,9557071,920,73
2020-06-17,PE,9557071,1019,50
2020-06-18,PE,9557071,1180,48
2020-06-19,PE,9557071,1094,45
2020-06-20,PE,9557071,1398,46
2020-06-21,PE,9557071,995,86
2020-06-22,PE,9557071,381,18
2020-06-23,PE,9557071,337,87
2020-06-24,PE,9557071,1191,86
2020-06-25,PE,9557071,1114,63
2020-06-26,PE,9557071,668,122
2020-06-27,PE,9557071,1285,98
2020-06-28,PE,9557071,1018,43
2020-06-29,PE,9557071,369,31
2020-06-30,PE,9557071,382,47
2020-07-01,PE,9557071,847,65
2020-07-02,PE,9557071,1414,74
2020-07-03,PE,9557071,1243,100
2020-07-04,PE,9557071,1095,48
2020-07-05,PE,9557071,1672,27
2020-07-06,PE,9557071,513,20
2020-07-07,PE,9557071,509,71
2020-07-08,PE,9557071,1453,89
2020-02-25,AL,3337357,0,0
2020-02-26,AL,3337357,0,0
2020-02-27,AL,3337357,0,0
2020-02-28,AL,3337357,0,0
2020-02-29,AL,3337357,0,0
2020-03-01,AL,3337357,0,0
2020-03-02,AL,3337357,0,0
2020-03-03,AL,3337357,0,0
2020-03-04,AL,3337357,0,0
2020-03-05,AL,3337357,0,0
2020-03-06,AL,3337357,0,0
2020-03-07,AL,3337357,0,0
2020-03-08,AL,3337357,1,0
2020-03-09,AL,3337357,0,0
2020-03-10,AL,3337357,0,0
2020-03-11,AL,3337357,0,0
2020-03-12,AL,3337357,0,0
2020-03-13,AL,3337357,0,0
2020-03-14,AL,3337357,0,0
2020-03-15,AL,3337357,0,0
2020-03-16,AL,3337357,0,0
2020-03-17,AL,3337357,0,0
2020-03-18,AL,3337357,0,0
2020-03-19,AL,3337357,3,0
2020-03-20,AL,3337357,1,0
2020-03-21,AL,3337357,2,0
2020-03-22,AL,3337357,0,0
2020-03-23,AL,3337357,0,0
2020-03-24,AL,3337357,2,0
2020-03-25,AL,3337357,2,0
2020-03-26,AL,3337357,0,0
2020-03-27,AL,3337357,0,0
2020-03-28,AL,3337357,3,0
2020-03-29,AL,3337357,3,0
2020-03-30,AL,3337357,0,0
2020-03-31,AL,3337357,1,1
2020-04-01,AL,3337357,0,0
2020-04-02,AL,3337357,0,0
2020-04-03,AL,3337357,4,1
2020-04-04,AL,3337357,1,0
2020-04-05,AL,3337357,5,0
2020-04-06,AL,3337357,3,0
2020-04-07,AL,3337357,1,0
2020-04-08,AL,3337357,5,0
2020-04-09,AL,3337357,0,1
2020-04-10,AL,3337357,8,0
2020-04-11,AL,3337357,3,0
2020-04-12,AL,3337357,0,0
2020-04-13,AL,3337357,2,0
2020-04-14,AL,3337357,22,1
2020-04-15,AL,3337357,10,1
2020-04-16,AL,3337357,7,0
2020-04-17,AL,3337357,21,2
2020-04-18,AL,3337357,22,0
2020-04-19,AL,3337357,27,8
2020-04-20,AL,3337357,12,3
2020-04-21,AL,3337357,39,1
2020-04-22,AL,3337357,33,1
2020-04-23,AL,3337357,81,2
2020-04-24,AL,3337357,89,5
2020-04-25,AL,3337357,88,2
2020-04-26,AL,3337357,53,3
2020-04-27,AL,3337357,89,2
2020-04-28,AL,3337357,134,2
2020-04-29,AL,3337357,180,5
2020-04-30,AL,3337357,87,6
2020-05-01,AL,3337357,182,6
2020-05-02,AL,3337357,146,5
2020-05-03,AL,3337357,69,6
2020-05-04,AL,3337357,97,8
2020-05-05,AL,3337357,68,8
2020-05-06,AL,3337357,97,9
2020-05-07,AL,3337357,164,9
2020-05-08,AL,3337357,166,10
2020-05-09,AL,3337357,139,6
2020-05-10,AL,3337357,86,12
2020-05-11,AL,3337357,85,12
2020-05-12,AL,3337357,237,12
2020-05-13,AL,3337357,181,14
2020-05-14,AL,3337357,211,13
2020-05-15,AL,3337357,240,10
2020-05-16,AL,3337357,381,12
2020-05-17,AL,3337357,223,11
2020-05-18,AL,3337357,215,11
2020-05-19,AL,3337357,285,10
2020-05-20,AL,3337357,121,20
2020-05-21,AL,3337357,479,11
2020-05-22,AL,3337357,386,18
2020-05-23,AL,3337357,328,21
2020-05-24,AL,3337357,584,15
2020-05-25,AL,3337357,468,21
2020-05-26,AL,3337357,376,17
2020-05-27,AL,3337357,522,14
2020-05-28,AL,3337357,475,17
2020-05-29,AL,3337357,563,21
2020-05-30,AL,3337357,605,18
2020-05-31,AL,3337357,1065,19
2020-06-01,AL,3337357,549,18
2020-06-02,AL,3337357,722,21
2020-06-03,AL,3337357,848,24
2020-06-04,AL,3337357,690,25
2020-06-05,AL,3337357,840,26
2020-06-06,AL,3337357,881,25
2020-06-07,AL,3337357,888,19
2020-06-08,AL,3337357,0,0
2020-06-09,AL,3337357,1487,39
2020-06-10,AL,3337357,983,20
2020-06-11,AL,3337357,1024,21
2020-06-12,AL,3337357,831,20
2020-06-13,AL,3337357,856,22
2020-06-14,AL,3337357,1312,21
2020-06-15,AL,3337357,763,24
2020-06-16,AL,3337357,670,25
2020-06-17,AL,3337357,1235,18
2020-06-18,AL,3337357,766,20
2020-06-19,AL,3337357,1273,17
2020-06-20,AL,3337357,792,18
2020-06-21,AL,3337357,959,18
2020-06-22,AL,3337357,738,19
2020-06-23,AL,3337357,853,17
2020-06-24,AL,3337357,982,18
2020-06-25,AL,3337357,835,20
2020-06-26,AL,3337357,799,17
2020-06-27,AL,3337357,657,18
2020-06-28,AL,3337357,791,19
2020-06-29,AL,3337357,805,20
2020-06-30,AL,3337357,845,20
2020-07-01,AL,3337357,857,20
2020-07-02,AL,3337357,509,19
2020-07-03,AL,3337357,1076,22
2020-07-04,AL,3337357,851,21
2020-07-05,AL,3337357,680,19
2020-07-06,AL,3337357,634,19
2020-07-07,AL,3337357,955,20
2020-07-08,AL,3337357,798,21
2020-02-25,SE,2298696,0,0
2020-02-26,SE,2298696,0,0
2020-02-27,SE,2298696,0,0
2020-02-28,SE,2298696,0,0
2020-02-29,SE,2298696,0,0
2020-03-01,SE,2298696,0,0
2020-03-02,SE,2298696,0,0
2020-03-03,SE,2298696,0,0
2020-03-04,SE,2298696,0,0
2020-03-05,SE,2298696,0,0
2020-03-06,SE,2298696,0,0
2020-03-07,SE,2298696,0,0
2020-03-08,SE,2298696,0,0
2020-03-09,SE,2298696,0,0
2020-03-10,SE,2298696,0,0
2020-03-11,SE,2298696,0,0
2020-03-12,SE,2298696,0,0
2020-03-13,SE,2298696,0,0
2020-03-14,SE,2298696,0,0
2020-03-15,SE,2298696,1,0
2020-03-16,SE,2298696,0,0
2020-03-17,SE,2298696,3,0
2020-03-18,SE,2298696,1,0
2020-03-19,SE,2298696,1,0
2020-03-20,SE,2298696,0,0
2020-03-21,SE,2298696,4,0
2020-03-22,SE,2298696,0,0
2020-03-23,SE,2298696,0,0
2020-03-24,SE,2298696,5,0
2020-03-25,SE,2298696,1,0
2020-03-26,SE,2298696,0,0
2020-03-27,SE,2298696,0,0
2020-03-28,SE,2298696,0,0
2020-03-29,SE,2298696,0,0
2020-03-30,SE,2298696,0,0
2020-03-31,SE,2298696,3,0
2020-04-01,SE,2298696,1,0
2020-04-02,SE,2298696,3,2
2020-04-03,SE,2298696,2,0
2020-04-04,SE,2298696,2,0
2020-04-05,SE,2298696,5,1
2020-04-06,SE,2298696,0,1
2020-04-07,SE,2298696,4,0
2020-04-08,SE,2298696,0,0
2020-04-09,SE,2298696,3,0
2020-04-10,SE,2298696,3,0
2020-04-11,SE,2298696,0,0
2020-04-12,SE,2298696,2,0
2020-04-13,SE,2298696,0,0
2020-04-14,SE,2298696,1,0
2020-04-15,SE,2298696,1,0
2020-04-16,SE,2298696,2,0
2020-04-17,SE,2298696,5,0
2020-04-18,SE,2298696,18,1
2020-04-19,SE,2298696,12,0
2020-04-20,SE,2298696,3,0
2020-04-21,SE,2298696,6,0
2020-04-22,SE,2298696,25,2
2020-04-23,SE,2298696,7,1
2020-04-24,SE,2298696,20,0
2020-04-25,SE,2298696,9,1
2020-04-26,SE,2298696,6,0
2020-04-27,SE,2298696,38,1
2020-04-28,SE,2298696,83,1
2020-04-29,SE,2298696,57,1
2020-04-30,SE,2298696,110,0
2020-05-01,SE,2298696,70,2
2020-05-02,SE,2298696,84,0
2020-05-03,SE,2298696,129,0
2020-05-04,SE,2298696,42,3
2020-05-05,SE,2298696,126,4
2020-05-06,SE,2298696,100,2
2020-05-07,SE,2298696,216,2
2020-05-08,SE,2298696,224,3
2020-05-09,SE,2298696,150,5
2020-05-10,SE,2298696,183,1
2020-05-11,SE,2298696,29,3
2020-05-12,SE,2298696,232,0
2020-05-13,SE,2298696,236,5
2020-05-14,SE,2298696,226,5
2020-05-15,SE,2298696,374,3
2020-05-16,SE,2298696,267,3
2020-05-17,SE,2298696,208,4
2020-05-18,SE,2298696,223,2
2020-05-19,SE,2298696,401,4
2020-05-20,SE,2298696,310,6
2020-05-21,SE,2298696,457,7
2020-05-22,SE,2298696,188,6
2020-05-23,SE,2298696,209,4
2020-05-24,SE,2298696,183,7
2020-05-25,SE,2298696,134,10
2020-05-26,SE,2298696,287,13
2020-05-27,SE,2298696,177,11
2020-05-28,SE,2298696,244,8
2020-05-29,SE,2298696,306,7
2020-05-30,SE,2298696,343,7
2020-05-31,SE,2298696,194,9
2020-06-01,SE,2298696,234,8
2020-06-02,SE,2298696,322,6
2020-06-03,SE,2298696,434,8
2020-06-04,SE,2298696,211,6
2020-06-05,SE,2298696,377,12
2020-06-06,SE,2298696,395,10
2020-06-07,SE,2298696,318,9
2020-06-08,SE,2298696,437,17
2020-06-09,SE,2298696,399,18
2020-06-10,SE,2298696,489,12
2020-06-11,SE,2298696,441,19
2020-06-12,SE,2298696,478,22
2020-06-13,SE,2298696,1332,11
2020-06-14,SE,2298696,1102,14
2020-06-15,SE,2298696,1707,22
2020-06-16,SE,2298696,635,12
2020-06-17,SE,2298696,497,19
2020-06-18,SE,2298696,531,17
2020-06-19,SE,2298696,470,26
2020-06-20,SE,2298696,641,22
2020-06-21,SE,2298696,536,14
2020-06-22,SE,2298696,399,29
2020-06-23,SE,2298696,499,20
2020-06-24,SE,2298696,470,13
2020-06-25,SE,2298696,728,30
2020-06-26,SE,2298696,827,25
2020-06-27,SE,2298696,1411,26
2020-06-28,SE,2298696,1102,15
2020-06-29,SE,2298696,396,33
2020-06-30,SE,2298696,594,23
2020-07-01,SE,2298696,504,25
2020-07-02,SE,2298696,697,24
2020-07-03,SE,2298696,1574,39
2020-07-04,SE,2298696,1575,19
2020-07-05,SE,2298696,456,15
2020-07-06,SE,2298696,501,28
2020-07-07,SE,2298696,922,25
2020-07-08,SE,2298696,850,24
2020-02-25,BA,14873064,0,0
2020-02-26,BA,14873064,0,0
2020-02-27,BA,14873064,0,0
2020-02-28,BA,14873064,0,0
2020-02-29,BA,14873064,0,0
2020-03-01,BA,14873064,0,0
2020-03-02,BA,14873064,0,0
2020-03-03,BA,14873064,0,0
2020-03-04,BA,14873064,0,0
2020-03-05,BA,14873064,0,0
2020-03-06,BA,14873064,1,0
2020-03-07,BA,14873064,1,0
2020-03-08,BA,14873064,0,0
2020-03-09,BA,14873064,0,0
2020-03-10,BA,14873064,0,0
2020-03-11,BA,14873064,0,0
2020-03-12,BA,14873064,0,0
2020-03-13,BA,14873064,0,0
2020-03-14,BA,14873064,0,0
2020-03-15,BA,14873064,0,0
2020-03-16,BA,14873064,0,0
2020-03-17,BA,14873064,1,0
2020-03-18,BA,14873064,0,0
2020-03-19,BA,14873064,27,0
2020-03-20,BA,14873064,3,0
2020-03-21,BA,14873064,8,0
2020-03-22,BA,14873064,8,0
2020-03-23,BA,14873064,14,0
2020-03-24,BA,14873064,13,0
2020-03-25,BA,14873064,8,0
2020-03-26,BA,14873064,20,0
2020-03-27,BA,14873064,11,0
2020-03-28,BA,14873064,12,0
2020-03-29,BA,14873064,27,1
2020-03-30,BA,14873064,22,0
2020-03-31,BA,14873064,37,1
2020-04-01,BA,14873064,33,0
2020-04-02,BA,14873064,21,1
2020-04-03,BA,14873064,15,2
2020-04-04,BA,14873064,50,2
2020-04-05,BA,14873064,69,2
2020-04-06,BA,14873064,30,1
2020-04-07,BA,14873064,25,2
2020-04-08,BA,14873064,41,3
2020-04-09,BA,14873064,62,4
2020-04-10,BA,14873064,45,0
2020-04-11,BA,14873064,31,2
2020-04-12,BA,14873064,38,0
2020-04-13,BA,14873064,50,1
2020-04-14,BA,14873064,36,0
2020-04-15,BA,14873064,48,5
2020-04-16,BA,14873064,144,3
2020-04-17,BA,14873064,108,6
2020-04-18,BA,14873064,134,1
2020-04-19,BA,14873064,37,8
2020-04-20,BA,14873064,111,1
2020-04-21,BA,14873064,148,1
2020-04-22,BA,14873064,155,3
2020-04-23,BA,14873064,145,9
2020-04-24,BA,14873064,173,5
2020-04-25,BA,14873064,119,6
2020-04-26,BA,14873064,128,3
2020-04-27,BA,14873064,145,3
2020-04-28,BA,14873064,186,10
2020-04-29,BA,14873064,106,10
2020-04-30,BA,14873064,205,8
2020-05-01,BA,14873064,234,13
2020-05-02,BA,14873064,182,6
2020-05-03,BA,14873064,228,0
2020-05-04,BA,14873064,239,18
2020-05-05,BA,14873064,306,5
2020-05-06,BA,14873064,261,14
2020-05-07,BA,14873064,227,5
2020-05-08,BA,14873064,290,18
2020-05-09,BA,14873064,356,13
2020-05-10,BA,14873064,384,6
2020-05-11,BA,14873064,250,9
2020-05-12,BA,14873064,396,14
2020-05-13,BA,14873064,343,11
2020-05-14,BA,14873064,408,26
2020-05-15,BA,14873064,1173,19
2020-05-16,BA,14873064,186,5
2020-05-17,BA,14873064,129,9
2020-05-18,BA,14873064,138,17
2020-05-19,BA,14873064,2432,14
2020-05-20,BA,14873064,184,36
2020-05-21,BA,14873064,744,14
2020-05-22,BA,14873064,616,23
2020-05-23,BA,14873064,443,14
2020-05-24,BA,14873064,899,47
2020-05-25,BA,14873064,305,17
2020-05-26,BA,14873064,362,18
2020-05-27,BA,14873064,504,36
2020-05-28,BA,14873064,893,39
2020-05-29,BA,14873064,954,39
2020-05-30,BA,14873064,709,29
2020-05-31,BA,14873064,766,29
2020-06-01,BA,14873064,506,34
2020-06-02,BA,14873064,2532,35
2020-06-03,BA,14873064,1021,26
2020-06-04,BA,14873064,1012,28
2020-06-05,BA,14873064,2956,29
2020-06-06,BA,14873064,977,27
2020-06-07,BA,14873064,854,33
2020-06-08,BA,14873064,465,31
2020-06-09,BA,14873064,1766,27
2020-06-10,BA,14873064,2204,38
2020-06-11,BA,14873064,1206,38
2020-06-12,BA,14873064,774,26
2020-06-13,BA,14873064,1123,30
2020-06-14,BA,14873064,613,36
2020-06-15,BA,14873064,1219,40
2020-06-16,BA,14873064,1586,36
2020-06-17,BA,14873064,1720,41
2020-06-18,BA,14873064,651,41
2020-06-19,BA,14873064,2345,42
2020-06-20,BA,14873064,1382,45
2020-06-21,BA,14873064,975,41
2020-06-22,BA,14873064,807,50
2020-06-23,BA,14873064,1998,50
2020-06-24,BA,14873064,2847,50
2020-06-25,BA,14873064,2360,60
2020-06-26,BA,14873064,2131,41
2020-06-27,BA,14873064,8822,55
2020-06-28,BA,14873064,3251,51
2020-06-29,BA,14873064,972,52
2020-06-30,BA,14873064,3840,53
2020-07-01,BA,14873064,3178,49
2020-07-02,BA,14873064,2864,45
2020-07-03,BA,14873064,2965,54
2020-07-04,BA,14873064,3171,49
2020-07-05,BA,14873064,1563,57
2020-07-06,BA,14873064,1231,61
2020-07-07,BA,14873064,3675,48
2020-07-08,BA,14873064,3582,61
2020-02-25,MG,21168791,0,0
2020-02-26,MG,21168791,0,0
2020-02-27,MG,21168791,0,0
2020-02-28,MG,21168791,0,0
2020-02-29,MG,21168791,0,0
2020-03-01,MG,21168791,0,0
2020-03-02,MG,21168791,0,0
2020-03-03,MG,21168791,0,0
2020-03-04,MG,21168791,0,0
2020-03-05,MG,21168791,0,0
2020-03-06,MG,21168791,0,0
2020-03-07,MG,21168791,0,0
2020-03-08,MG,21168791,1,0
2020-03-09,MG,21168791,0,0
2020-03-10,MG,21168791,0,0
2020-03-11,MG,21168791,0,0
2020-03-12,MG,21168791,0,0
2020-03-13,MG,21168791,1,0
2020-03-14,MG,21168791,0,0
2020-03-15,MG,21168791,0,0
2020-03-16,MG,21168791,3,0
2020-03-17,MG,21168791,2,0
2020-03-18,MG,21168791,8,0
2020-03-19,MG,21168791,14,0
2020-03-20,MG,21168791,6,0
2020-03-21,MG,21168791,3,0
2020-03-22,MG,21168791,45,0
2020-03-23,MG,21168791,45,0
2020-03-24,MG,21168791,2,0
2020-03-25,MG,21168791,3,0
2020-03-26,MG,21168791,20,0
2020-03-27,MG,21168791,36,0
2020-03-28,MG,21168791,16,0
2020-03-29,MG,21168791,26,0
2020-03-30,MG,21168791,30,1
2020-03-31,MG,21168791,14,1
2020-04-01,MG,21168791,39,1
2020-04-02,MG,21168791,56,1
2020-04-03,MG,21168791,27,2
2020-04-04,MG,21168791,33,0
2020-04-05,MG,21168791,68,0
2020-04-06,MG,21168791,27,3
2020-04-07,MG,21168791,34,2
2020-04-08,MG,21168791,55,3
2020-04-09,MG,21168791,41,1
2020-04-10,MG,21168791,43,2
2020-04-11,MG,21168791,52,0
2020-04-12,MG,21168791,56,3
2020-04-13,MG,21168791,9,3
2020-04-14,MG,21168791,69,4
2020-04-15,MG,21168791,19,3
2020-04-16,MG,21168791,55,3
2020-04-17,MG,21168791,63,2
2020-04-18,MG,21168791,56,4
2020-04-19,MG,21168791,77,0
2020-04-20,MG,21168791,35,2
2020-04-21,MG,21168791,41,3
2020-04-22,MG,21168791,53,3
2020-04-23,MG,21168791,25,4
2020-04-24,MG,21168791,111,3
2020-04-25,MG,21168791,62,4
2020-04-26,MG,21168791,67,3
2020-04-27,MG,21168791,38,1
2020-04-28,MG,21168791,63,9
2020-04-29,MG,21168791,109,9
2020-04-30,MG,21168791,69,2
2020-05-01,MG,21168791,108,6
2020-05-02,MG,21168791,88,0
2020-05-03,MG,21168791,95,1
2020-05-04,MG,21168791,229,1
2020-05-05,MG,21168791,105,4
2020-05-06,MG,21168791,153,3
2020-05-07,MG,21168791,165,9
2020-05-08,MG,21168791,173,5
2020-05-09,MG,21168791,180,7
2020-05-10,MG,21168791,114,1
2020-05-11,MG,21168791,83,2
2020-05-12,MG,21168791,115,6
2020-05-13,MG,21168791,298,8
2020-05-14,MG,21168791,217,4
2020-05-15,MG,21168791,246,7
2020-05-16,MG,21168791,278,4
2020-05-17,MG,21168791,137,6
2020-05-18,MG,21168791,84,5
2020-05-19,MG,21168791,282,6
2020-05-20,MG,21168791,309,10
2020-05-21,MG,21168791,310,14
2020-05-22,MG,21168791,399,10
2020-05-23,MG,21168791,343,16
2020-05-24,MG,21168791,330,9
2020-05-25,MG,21168791,294,4
2020-05-26,MG,21168791,554,4
2020-05-27,MG,21168791,495,6
2020-05-28,MG,21168791,675,15
2020-05-29,MG,21168791,546,2
2020-05-30,MG,21168791,398,6
2020-05-31,MG,21168791,834,8
2020-06-01,MG,21168791,206,7
2020-06-02,MG,21168791,269,11
2020-06-03,MG,21168791,1071,17
2020-06-04,MG,21168791,1024,17
2020-06-05,MG,21168791,961,21
2020-06-06,MG,21168791,944,24
2020-06-07,MG,21168791,764,8
2020-06-08,MG,21168791,180,4
2020-06-09,MG,21168791,219,19
2020-06-10,MG,21168791,1399,10
2020-06-11,MG,21168791,947,22
2020-06-12,MG,21168791,1658,15
2020-06-13,MG,21168791,508,8
2020-06-14,MG,21168791,767,21
2020-06-15,MG,21168791,347,6
2020-06-16,MG,21168791,296,21
2020-06-17,MG,21168791,1323,35
2020-06-18,MG,21168791,1559,33
2020-06-19,MG,21168791,1146,30
2020-06-20,MG,21168791,1253,36
2020-06-21,MG,21168791,336,25
2020-06-22,MG,21168791,1277,27
2020-06-23,MG,21168791,979,32
2020-06-24,MG,21168791,1446,51
2020-06-25,MG,21168791,1426,35
2020-06-26,MG,21168791,6122,27
2020-06-27,MG,21168791,2075,49
2020-06-28,MG,21168791,1775,17
2020-06-29,MG,21168791,1123,41
2020-06-30,MG,21168791,1137,25
2020-07-01,MG,21168791,2583,42
2020-07-02,MG,21168791,3123,52
2020-07-03,MG,21168791,2644,51
2020-07-04,MG,21168791,2607,73
2020-07-05,MG,21168791,2325,18
2020-07-06,MG,21168791,1343,29
2020-07-07,MG,21168791,1271,52
2020-07-08,MG,21168791,3138,73
2020-02-25,ES,4018650,0,0
2020-02-26,ES,4018650,0,0
2020-02-27,ES,4018650,0,0
2020-02-28,ES,4018650,0,0
2020-02-29,ES,4018650,0,0
2020-03-01,ES,4018650,0,0
2020-03-02,ES,4018650,0,0
2020-03-03,ES,4018650,0,0
2020-03-04,ES,4018650,0,0
2020-03-05,ES,4018650,0,0
2020-03-06,ES,4018650,1,0
2020-03-07,ES,4018650,0,0
2020-03-08,ES,4018650,0,0
2020-03-09,ES,4018650,0,0
2020-03-10,ES,4018650,0,0
2020-03-11,ES,4018650,0,0
2020-03-12,ES,4018650,0,0
2020-03-13,ES,4018650,0,0
2020-03-14,ES,4018650,0,0
2020-03-15,ES,4018650,0,0
2020-03-16,ES,4018650,0,0
2020-03-17,ES,4018650,0,0
2020-03-18,ES,4018650,8,0
2020-03-19,ES,4018650,2,0
2020-03-20,ES,4018650,2,0
2020-03-21,ES,4018650,13,0
2020-03-22,ES,4018650,0,0
2020-03-23,ES,4018650,3,0
2020-03-24,ES,4018650,4,0
2020-03-25,ES,4018650,6,0
2020-03-26,ES,4018650,0,0
2020-03-27,ES,4018650,8,0
2020-03-28,ES,4018650,6,0
2020-03-29,ES,4018650,7,0
2020-03-30,ES,4018650,12,0
2020-03-31,ES,4018650,12,0
2020-04-01,ES,4018650,12,0
2020-04-02,ES,4018650,24,1
